date;close;volume;open;high;low
2013/04/30;202.54;7535423;199.13;202.59;197.35
2013/04/29;199.15;5933205;194.78;199.68;194.65
2013/04/26;194.31;3490234;194.16;194.71;193.25
2013/04/25;193.95;4651956;192.69;195.17;192.32
2013/04/24;191.71;3693788;192.16;192.5;191.09
2013/04/23;191.61;6295379;189.27;192.555;188.61
2013/04/22;187.83;9840902;191.15;191.38;187.68
2013/04/19;190;18845420;195.74;196.5;189.76
2013/04/18;207.15;6378240;210.11;210.25;206.15
2013/04/17;209.67;3269774;210.53;211.09;209.5
2013/04/16;212;2860054;210.84;212;209.2
2013/04/15;209.26;4217875;210.44;211.69;209.26
2013/04/12;211.38;3165397;210.79;211.49;209.78
2013/04/11;212.92;3655566;211.5;213.09;210.85
2013/04/10;212;3523612;211.86;212.51;210.47
2013/04/09;209.22;2577249;209.56;210;208.61
2013/04/08;209.32;2351166;209.07;209.32;207.33
2013/04/05;209.41;4147677;209.1;209.84;206.34
2013/04/04;211.31;3709490;212.77;212.93;210.04
2013/04/03;212.66;3128618;214.32;214.89;212.6275
2013/04/02;214.36;3116554;212.92;214.71;211.57
2013/04/01;212.38;2144926;212.8;213.5;211.25
2013/03/28;213.3;3752899;209.83;213.44;209.735
2013/03/27;210.89;3222381;210.96;212.16;210.1
2013/03/26;212.36;2300140;211.77;212.504;211.5
2013/03/25;210.74;3242463;212.54;212.81;210.05
2013/03/22;212.08;3015847;212.21;213.17;211.619
2013/03/21;212.26;5830166;212.96;213;210.11
2013/03/20;215.06;3018753;214.76;215.82;214.3
2013/03/19;213.44;3198377;214.13;215.12;211.829
2013/03/18;213.21;3006125;212.9;214.5;212.64
2013/03/15;214.92;7935024;215.38;215.9;213.41
2013/03/14;215.8;5505484;212.15;215.86;212.15
2013/03/13;212.06;3355689;210.2;212.36;209.77
2013/03/12;210.55;3591161;209.4;210.73;209.09
2013/03/11;210.08;3048901;210.04;210.1999;209.04
2013/03/08;210.38;3700086;209.85;210.74;209.43
2013/03/07;209.42;3884317;208.29;209.6;208.24
2013/03/06;208.38;3594899;207.03;208.49;206.66
2013/03/05;206.53;3807706;205.86;207.7;205.69
2013/03/04;205.19;3693365;202.59;205.19;202.55
2013/03/01;202.91;3307694;200.65;202.94;199.36
2013/02/28;200.83;4689698;202.18;203.123;200.79
2013/02/27;202.33;4185545;198.89;202.75;198.6
2013/02/26;199.14;3391562;198.63;199.9;197.84
2013/02/25;197.51;3845176;201.67;202.49;197.51
2013/02/22;201.09;3107876;199.23;201.09;198.84
2013/02/21;198.33;3923051;198.63;199.07;198.11
2013/02/20;199.31;3715311;200.62;201.72;198.86
2013/02/19;200.32;2998317;200.6;201.89;200.22
